Date,Year,MonthNumber,Month,YearMonth
"miércoles, 29 de marzo de 2023",2023,3,marzo,2023-03
"jueves, 30 de marzo de 2023",2023,3,marzo,2023-03
"viernes, 31 de marzo de 2023",2023,3,marzo,2023-03
"sábado, 1 de abril de 2023",2023,4,abril,2023-04
"domingo, 2 de abril de 2023",2023,4,abril,2023-04
"lunes, 3 de abril de 2023",2023,4,abril,2023-04
"martes, 4 de abril de 2023",2023,4,abril,2023-04
"miércoles, 5 de abril de 2023",2023,4,abril,2023-04
"jueves, 6 de abril de 2023",2023,4,abril,2023-04
"viernes, 7 de abril de 2023",2023,4,abril,2023-04
"sábado, 8 de abril de 2023",2023,4,abril,2023-04
"domingo, 9 de abril de 2023",2023,4,abril,2023-04
"lunes, 10 de abril de 2023",2023,4,abril,2023-04
"martes, 11 de abril de 2023",2023,4,abril,2023-04
"miércoles, 12 de abril de 2023",2023,4,abril,2023-04
"jueves, 13 de abril de 2023",2023,4,abril,2023-04
"viernes, 14 de abril de 2023",2023,4,abril,2023-04
"sábado, 15 de abril de 2023",2023,4,abril,2023-04
